Tabel 1;;;;;
Gemiddeld persoonlijk inkomen per inwoner particulier huishouden, het percentage particuliere huishoudens behorende tot de 40% huishoudens met het laagste besteedbaar;;;;;
inkomen van de landelijke inkomensverdeling en het percentage particuliere huishoudens behorende tot de 20% huishoudens met het hoogste besteedbaar inkomen van de ;;;;;
landelijke inkomensverdeling naar gemeente en wijk, 2020;;;;;
;;;Gemiddeld;40% huishoudens;20% huishoudens
;;;persoonlijk ;met laagste;met hoogste
;;;inkomen;besteedbaar;besteedbaar
;;;per inwoner;inkomen;inkomen
Gemeentelijke indeling van 2023;;;;;
Gemeentecode;Wijkcode;Regionaam;;;
;;;;;
;;;x 1000 euro;%;
;;;;;
;WK086502;Wijk 02 Cromvoirt;35,4;24,0;39,7
;WK086503;Wijk 03 Helvoirt;30,8;27,4;31,0
GM0866;Totaal;Waalre;34,3;26,6;32,3
;WK086600;Wijk 00 Waalre;34,3;26,6;32,3
GM0867;Totaal;Waalwijk;26,6;38,2;18,7
;WK086700;Waalwijk;26,2;41,7;16,1
;WK086701;Sprang-Capelle;27,3;32,3;22,6
;WK086702;Waspik;27,4;31,8;25,0
GM0873;Totaal;Woensdrecht;27,2;33,5;20,6
;WK087300;Wijk 00 Hoogerheide en Woensdrecht;27,2;33,2;21,1
;WK087301;Wijk 01 Huijbergen;30,8;26,6;28,3
;WK087302;Wijk 02 Ossendrecht;27,3;31,3;20,8
;WK087303;Wijk 03 Putte;25,2;40,9;15,1
GM0879;Totaal;Zundert;27,6;33,3;24,4
;WK087900;Wijk 00 Zundert;26,1;38,1;17,9
;WK087901;Wijk 01 Klein - Zundert;30,9;20,0;39,4
;WK087902;Wijk 02 Wernhout;27,0;35,7;22,5
;WK087903;Wijk 03 Achtmaal;26,5;27,5;28,6
;WK087904;Wijk 04 Rijsbergen;29,0;31,4;28,2
GM0880;Totaal;Wormerland;28,7;33,1;24,1
;WK088000;Wijk 00 Wormer;28,1;34,9;22,4
;WK088001;Wijk 01 Wijdewormer;31,1;23,2;34,8
;WK088002;Wijk 02 Jisp;33,4;24,8;30,8
GM0882;Totaal;Landgraaf;25,7;42,5;13,7
;WK088200;Wijk 00 Schaesberg;25,8;41,8;13,0
;WK088201;Wijk 01 Nieuwenhagen;25,9;44,7;13,0
;WK088202;Wijk 02 Ubach over Worms;25,4;41,5;15,3
GM0888;Totaal;Beek;28,4;35,8;20,2
;WK088800;Wijk 00 Beek - Spaubeek;28,2;37,1;19,2
;WK088801;Wijk 01 Beek-Zuid;30,0;24,0;29,4
GM0889;Totaal;Beesel;25,1;37,0;16,9
;WK088900;Wijk 00 Reuver;24,3;38,8;15,2
;WK088901;Wijk 01 Beesel;29,1;29,2;24,7
GM0893;Totaal;Bergen (L.);25,5;34,5;18,8
;WK089301;Aijen;29,6;18,4;30,1
;WK089302;Oud-Bergen;28,8;24,5;24,5
;WK089303;Nieuw-Bergen;24,9;39,2;15,8
;WK089304;Afferden;26,0;33,1;20,9
;WK089305;Siebengewald;24,8;31,9;17,4
;WK089306;Well;25,4;33,4;19,5
;WK089307;Wellerlooi;26,3;30,5;24,8
GM0899;Totaal;Brunssum;24,5;46,2;11,6
;WK089901;Wijk 01 Brunssum-West;25,6;37,2;15,7
;WK089902;Wijk 02 Brunssum-Noord;23,0;55,1;8,3
;WK089903;Wijk 03 Brunssum-Oost;21,4;48,5;7,0
;WK089904;Wijk 04 Brunssum-Zuid;25,7;32,7;15,7
;WK089905;Wijk 05 Brunssum-Centrum;26,1;48,8;12,2
GM0907;Totaal;Gennep;26,4;34,6;19,6
;WK090700;Wijk 00 Milsbeek;29,4;24,5;26,0
;WK090701;Wijk 01 Ottersum;27,0;30,9;23,3
;WK090702;Wijk 02 Ven-Zelderheide;26,8;25,3;25,9
;WK090703;Wijk 03 Gennep;25,3;39,7;15,9
;WK090704;Wijk 04 Heijen;26,3;32,2;22,3
GM0917;Totaal;Heerlen;24,2;54,5;9,7
;WK091710;Wijk 10 Maria Gewanden en Terschuren;24,2;52,6;9,7
;WK091711;Wijk 11 Mariarade;24,7;44,8;13,2
;WK091712;Wijk 12 Hoensbroek-De Dem;21,5;64,9;5,6
;WK091713;Wijk 13 Nieuw Lotbroek;22,5;46,7;9,8
;WK091714;Wijk 14 De Koumen;26,5;47,1;8,9
;WK091720;Wijk 20 Vrieheide-De Stack;20,0;59,6;5,9
;WK091721;Wijk 21 Heerlerheide-Passart;20,0;67,1;4,3
;WK091722;Wijk 22 Heksenberg;23,6;44,9;8,2
;WK091723;Wijk 23 De Hei;.;.;.
;WK091724;Wijk 24 Rennemig-Beersdal;22,2;48,8;9,1
;WK091730;Wijk 30 Zeswegen-Nieuw Husken;21,5;51,0;8,5
;WK091731;Wijk 31 Schandelen-Grasbroek;22,9;60,5;7,3
;WK091732;Wijk 32 Meezenbroek-Schaesbergerveld;20,9;61,5;7,1
;WK091733;Wijk 33 Heerlen-Centrum;28,2;62,3;7,8
;WK091734;Wijk 34 Eikenderveld;21,9;65,9;3,3
;WK091735;Wijk 35 Woonboulevard-Ten Esschen;32,4;.;.
;WK091736;Wijk 36 Welten-Benzenrade;33,0;33,9;19,8
;WK091737;Wijk 37 Bekkerveld;29,9;45,0;16,9
;WK091738;Wijk 38 Caumerveld-Douve Weien;33,2;42,3;19,3
;WK091739;Wijk 39 Molenberg;22,7;59,2;10,5
;WK091740;Wijk 40 Heerlerbaan-Centrum;20,4;67,6;3,1
;WK091741;Wijk 41 Heerlerbaan-Schil;29,9;34,1;20,4
;WK091742;Wijk 42 De Beitel;.;.;.
GM0928;Totaal;Kerkrade;23,7;51,7;9,7
;WK092800;Wijk 00 Kerkrade-West;23,7;47,6;9,9
;WK092801;Wijk 01 Kerkrade-Oost;23,1;58,2;8,4
;WK092802;Wijk 02 Kerkrade-Noord;24,8;46,5;11,4
GM0935;Totaal;Maastricht;26,5;55,2;12,7
;WK093500;Wijk 00 Centrum;29,6;65,8;10,1
;WK093501;Wijk 01 Buitenwijk Zuidwest;39,4;31,0;33,3
;WK093502;Wijk 02 Buitenwijk West;22,6;58,7;8,8
;WK093503;Wijk 03 Buitenwijk Noordwest;24,5;55,3;10,1
;WK093504;Wijk 04 Buitenwijk Oost;25,6;55,8;13,3
;WK093505;Wijk 05 Buitenwijk Noordoost;26,9;41,1;14,4
;WK093506;Wijk 06 Buitenwijk Zuidoost;26,7;48,4;13,6
GM0938;Totaal;Meerssen;30,2;32,4;24,2
;WK093800;Wijk 00 Meerssen;28,4;40,8;19,0
;WK093801;Wijk 01 Ulestraten;31,4;25,7;26,2
;WK093802;Wijk 02 Bunde - Geulle;31,5;26,4;28,7
GM0944;Totaal;Mook en Middelaar;31,7;29,1;27,3
;WK094400;Wijk 00 Mook;31,8;30,1;27,0
;WK094401;Wijk 01 Middelaar;30,8;23,4;29,1
GM0946;Totaal;Nederweert;27,0;33,1;22,7
;WK094601;Wijk 01 Nederweert;26,8;36,7;20,8
;WK094602;Wijk 02 Budschop;28,2;30,2;23,7
;WK094603;Wijk 03 Ospel;26,5;30,6;25,0
;WK094604;Wijk 04 Nederweert-Eind;27,9;22,6;25,5
;WK094605;Wijk 05 Leveroy;26,1;32,2;24,2
GM0957;Totaal;Roermond;26,4;44,9;15,3
;WK095700;Wijk 00 Centrum;31,7;51,8;14,3
;WK095701;Wijk 01 Roermond-Oost;22,5;60,4;7,9
;WK095702;Wijk 02 Roermond-Zuid;24,0;48,0;11,5
;WK095703;Wijk 03 Maasniel;26,6;41,3;17,7
;WK095704;Wijk 04 Donderberg;18,6;55,1;6,8
;WK095705;Wijk 05 Hoogvonderen;24,9;33,5;13,9
;WK095706;Wijk 06 Asenray;29,3;30,3;26,2
;WK095707;Wijk 07 Herten;31,6;22,5;32,1
;WK095708;Wijk 08 Swalmen;25,9;37,7;16,1
;WK095709;Wijk 09 Maasplassen;28,3;.;.
GM0965;Totaal;Simpelveld;26,5;39,9;16,2
;WK096500;Wijk 00 Simpelveld;27,1;42,6;15,5
;WK096501;Wijk 01 Bocholtz;25,9;36,8;17,1
GM0971;Totaal;Stein;27,4;36,1;17,6
;WK097100;Wijk 00 Stein;26,4;40,2;16,0
;WK097101;Wijk 01 Elsloo;28,3;31,3;20,4
;WK097102;Wijk 02 Urmond;28,1;34,7;16,5
GM0981;Totaal;Vaals;25,5;52,2;12,8
;WK098100;Wijk 00 Vijlen-Lemiers;28,0;36,3;20,1
;WK098101;Wijk 01 Vaals;24,6;57,4;10,4
GM0983;Totaal;Venlo;25,0;44,6;14,2
;WK098311;Wijk 11 Venlo-Centrum;28,3;58,6;9,7
;WK098312;Wijk 12 Venlo-Zuid;24,2;46,1;13,2
;WK098313;Wijk 13 Venlo-Oost-Noord;29,1;37,9;19,7
;WK098314;Wijk 14 Venlo-Noord;22,7;58,2;9,0
;WK098315;Wijk 15 Venlo-Oost-Zuid;25,4;51,3;14,9
;WK098316;Wijk 16 Het Ven;30,6;23,1;30,3
;WK098321;Wijk 21 Blerick-Midden;22,3;57,2;8,0
;WK098322;Wijk 22 Blerick-Noord;19,7;50,4;8,8
;WK098323;Wijk 23 Blerick-Zuid;21,2;60,3;6,9
;WK098324;Wijk 24 Vossener;21,9;32,1;11,1
;WK098325;Wijk 25 Klingerberg;22,4;40,3;10,4
;WK098326;Wijk 26 Hout-Blerick;31,9;17,1;34,9
;WK098327;Wijk 27 Boekend;27,7;22,3;26,2
;WK098328;Wijk 28 Trade-Port;28,4;35,7;23,8
;WK098331;Wijk 31 Tegelen-Centrum;25,3;42,2;14,3
;WK098332;Wijk 32 Op de Hei;21,8;44,2;9,7
;WK098335;Wijk 35 Steyl;26,3;43,5;16,8
;WK098341;Wijk 41 Velden;26,8;30,5;20,1
;WK098343;Wijk 43 Lomm;25,6;33,3;20,8
;WK098344;Wijk 44 Arcen;28,0;33,5;20,1
;WK098351;Wijk 51 Belfeld;24,5;37,4;16,4
GM0984;Totaal;Venray;26,6;36,0;19,5
;WK098401;Heide;28,9;24,6;27,1
;WK098402;Ysselsteyn;27,0;30,0;28,7
;WK098403;Merselo;27,3;21,3;28,6
;WK098404;Vredepeel;26,1;.;.
;WK098405;Smakt;30,2;.;.
;WK098406;Oostrum;27,4;27,4;24,8
;WK098407;Oirlo;28,0;32,0;26,3
;WK098408;Castenray;25,9;32,8;26,8
;WK098409;Veulen;27,6;24,2;33,5
;WK098410;Leunen;27,6;22,0;30,1
;WK098411;Centrum;28,8;54,6;8,1
;WK098412;Oost;28,0;43,0;18,6
;WK098413;West;23,3;60,0;6,9
;WK098414;Vlakwater;41,1;10,9;45,4
;WK098415;Veltum;28,1;35,6;17,1
;WK098416;Brukske;18,9;47,9;7,4
;WK098417;Landweert;25,5;30,2;18,0
;WK098418;Smakterheide;28,6;39,4;22,3
;WK098419;Brabander;32,3;15,5;37,9
;WK098420;St. Antoniusveld;29,8;19,5;31,9
;WK098421;Wanssum;26,3;26,6;20,7
;WK098422;Geijsteren;27,4;25,4;24,9
;WK098423;Blitterswijck;26,2;31,1;20,7
GM0986;Totaal;Voerendaal;29,2;32,5;23,0
;WK098601;Wijk 01 Voerendaal;26,8;38,4;18,1
;WK098602;Wijk02 Kunrade;30,6;32,2;24,3
;WK098603;Wijk 03 Ubachsberg;27,8;32,1;21,9
;WK098604;Wijk 04 Klimmen;30,1;29,7;25,5
;WK098605;Wijk 05 Ransdaal;29,0;25,6;24,9
;WK098609;Wijk 09 Verspreide huizen Voerendaal;33,5;25,9;34,0
GM0988;Totaal;Weert;27,0;38,1;18,7
;WK098801;Wijk 01 Boshoven;27,6;29,0;23,4
;WK098802;Wijk 02 Laar en Hushoven;31,1;21,1;39,9
;WK098803;Wijk 03 Molenakker en Kampershoek;31,8;20,0;34,2
;WK098811;Wijk 11 Weert-Centrum;27,8;58,0;9,1
;WK098812;Wijk 12 Biest;26,3;36,2;14,1
;WK098813;Wijk 13 Groenewoud;23,1;49,7;8,6
;WK098814;Wijk 14 Fatima;25,4;47,0;10,0
;WK098821;Wijk 21 Keent;22,6;52,8;10,6
;WK098822;Wijk 22 Moesel;25,0;40,2;15,4
;WK098823;Wijk 23 Graswinkel;26,8;34,8;19,3
;WK098824;Wijk 24 Leuken;26,3;26,7;21,2
;WK098825;Wijk 25 Kazernelaan;39,4;17,5;38,1
;WK098831;Wijk 31 Altweerterheide;28,8;26,9;28,5
;WK098832;Wijk 32 Tungelroy;28,2;30,8;27,1
;WK098833;Wijk 33 Swartbroek;28,7;23,5;27,8
;WK098834;Wijk 34 Stramproy;26,2;36,2;19,7
GM0994;Totaal;Valkenburg aan de Geul;28,7;41,0;18,9
;WK099400;Wijk 00: Valkenburg;28,0;49,5;14,6
;WK099401;Wijk 01: Houthem - Sint Gerlach;29,9;38,4;18,9
;WK099402;Wijk 02: Schin op Geul - Oud-Valkenburg;28,4;33,0;24,1
;WK099403;Wijk 03: Sibbe - IJzeren;28,8;32,8;22,1
;WK099404;Wijk 04: Berg en Terblijt - Vilt;29,6;29,9;25,1
;WK099405;Wijk 05: Walem;29,2;.;.
GM0995;Totaal;Lelystad;25,3;39,1;17,1
;WK099501;Zuiderzeewijk;20,9;53,2;9,6
;WK099502;Atolwijk;22,5;44,4;12,2
;WK099503;Boswijk;24,2;39,8;12,8
;WK099504;Waterwijk-Landerijen;26,4;35,7;23,9
;WK099505;Bolder;21,3;47,9;10,2
;WK099506;Kustwijk;27,9;29,3;22,2
;WK099507;Havendiep;26,8;35,3;20,2
;WK099508;Lelystad-Haven;31,3;29,6;23,7
;WK099509;Stadshart;25,9;68,3;4,0
;WK099510;Buitengebied;28,9;28,3;44,4
;WK099511;Warande;27,2;19,7;24,0
GM1507;Totaal;Horst aan de Maas;26,7;32,4;21,8
;WK150700;Wijk 00 Griendtsveen;26,7;26,5;20,2
;WK150701;Wijk 01 America;25,7;32,9;22,1
;WK150702;Wijk 02 Meterik;26,9;29,4;28,0
;WK150703;Wijk 03 Hegelsom;27,7;26,2;27,5
;WK150704;Wijk 04 Horst;26,6;37,8;18,5
;WK150705;Wijk 05 Melderslo;26,2;28,9;28,7
;WK150706;Wijk 06 Broekhuizen;26,5;31,3;20,2
;WK150707;Wijk 07 Lottum;27,3;27,9;24,5
;WK150708;Wijk 08 Grubbenvorst;27,4;30,3;19,2
;WK150709;Wijk 09 Broekhuizen;27,0;30,8;24,6
;WK150710;Wijk 10 Sevenum;26,9;32,5;23,9
;WK150711;Wijk 11 Kronenberg;27,5;22,6;28,3
;WK150712;Wijk 12 Evertsoord;24,0;.;.
;WK150713;Wijk 13 Meerlo;26,1;26,3;20,5
;WK150714;Wijk 14 Tienray;24,8;32,2;18,3
;WK150715;Wijk 15 Swolgen;26,6;26,3;23,0
GM1509;Totaal;Oude IJsselstreek;24,3;39,0;16,9
;WK150900;Wijk 00 Ulft-Etten;24,1;38,5;16,7
;WK150901;Wijk 01 Overig Gendringen;24,3;37,1;18,4
;WK150902;Wijk 02 Silvolde-Terborg;23,5;44,1;13,9
;WK150903;Wijk 03 Varsseveld;25,7;35,2;19,8
GM1525;Totaal;Teylingen;32,2;28,4;29,8
;WK152501;Voorhout Oude Dorp;28,4;31,7;21,8
;WK152502;Voorhout Oosthout;34,3;14,4;43,4
;WK152503;Voorhout Hooghkamer;32,3;20,8;34,5
;WK152504;Voorhout Buiten;32,5;24,9;30,3
;WK152511;Sassenheim Midden;32,2;27,0;28,1
;WK152512;Sassenheim Oost;28,1;35,7;22,5
;WK152513;Sassenheim Zuid;39,3;.;.
;WK152514;Sassenheim West;33,3;34,7;26,2
;WK152515;Sassenheim buiten;.;.;.
;WK152521;Warmond;35,8;34,3;30,2
;WK152522;Warmond buiten;34,9;29,1;29,5
GM1581;Totaal;Utrechtse Heuvelrug;33,0;32,2;28,7
;WK158100;Doorn;35,3;33,5;30,0
;WK158101;Driebergen;33,4;33,9;29,2
;WK158102;Leersum;31,0;32,1;25,8
;WK158103;Amerongen;28,7;33,3;24,8
;WK158104;Maarn;35,1;23,1;33,4
GM1586;Totaal;Oost Gelre;26,2;31,7;21,4
;WK158601;Wijk 01 Lichtenvoorde;26,0;31,8;19,5
;WK158602;Wijk 02 Harreveld;26,5;24,1;31,2
;WK158603;Wijk 03 Zieuwewnt;26,3;27,1;29,1
;WK158604;Wijk 04 Lievelde;27,4;23,6;31,1
;WK158605;Wijk 05 Vragender;26,8;21,2;36,2
;WK158606;Wijk 06 Groenlo;26,2;35,5;18,5
;WK158607;Wijk 07 Marienvelde;24,6;29,5;21,9
GM1598;Totaal;Koggenland;27,4;28,0;26,7
;WK159801;Obdam;27,1;27,3;27,2
;WK159802;Hensbroek;28,1;30,7;26,1
;WK159803;Spierdijk;28,1;27,1;28,1
;WK159804;Zuidermeer;28,2;18,1;32,7
;WK159805;Berkhout;28,5;24,2;29,4
;WK159806;Ursem;27,8;27,4;29,3
;WK159807;De Goorn;25,9;31,1;23,9
;WK159808;Avenhorn;27,1;29,7;24,0
;WK159809;Scharwoude;29,0;33,6;18,6
;WK159810;Oudendijk;31,4;24,3;34,4
GM1621;Totaal;Lansingerland;31,9;22,6;37,2
;WK162111;Wijk 11 Bergschenhoek;26,6;32,2;24,2
;WK162112;Wijk 12 De Ackers;34,6;16,8;46,5
;WK162113;Wijk 13 Boterdorp;31,6;21,4;37,9
;WK162114;Wijk 14 Wilderszijde;39,4;.;.
;WK162115;Wijk 15 Oosteindsche Polder;35,2;14,7;43,6
;WK162121;Wijk 21 Berkel;27,8;37,3;20,3
;WK162122;Wijk 22 Noordpolder;29,3;28,2;24,8
;WK162123;Wijk 23 Meerpolder;31,1;20,2;37,3
;WK162124;Wijk 24 Noordeinde;34,8;20,4;44,3
;WK162125;Wijk 25 Zuidpolder;31,5;20,1;40,2
;WK162126;Wijk 26 De Wadden;36,3;7,0;58,7
;WK162127;Wijk 27 Westpolder;37,8;12,3;58,7
;WK162128;Wijk 28 Rodenrijs;36,2;15,1;46,9
;WK162131;Wijk 31 Bleiswijk;29,4;32,4;27,8
;WK162132;Wijk 32 Hoekeindse Zoom;29,9;21,5;33,3
;WK162133;Wijk 33 Bleiswijk Buiten;35,1;17,8;43,7
GM1640;Totaal;Leudal;27,6;32,2;21,8
;WK164000;Heythuysen;27,5;35,2;19,9
;WK164001;Heibloem;28,3;28,9;25,6
;WK164002;Roggel;28,1;31,3;24,7
;WK164003;Neer;26,4;34,1;21,4
;WK164004;Nunhem;26,1;32,3;20,0
;WK164005;Haelen;26,9;37,3;16,8
;WK164006;Buggenum;28,0;32,6;23,8
;WK164007;Horn;29,3;27,5;22,2
;WK164008;Baexem;27,3;31,4;23,2
;WK164009;Kelpen-Oler;27,6;27,6;24,7
;WK164010;Grathem;28,6;26,8;24,6
;WK164011;Ell;27,5;23,6;29,1
;WK164012;Haler;28,2;25,1;25,1
;WK164013;Hunsel;29,1;34,1;25,6
;WK164014;Neeritter;26,3;36,9;19,4
;WK164015;Ittervoort;27,7;28,1;21,6
GM1641;Totaal;Maasgouw;28,4;33,7;21,2
;WK164100;Wijk 00 Maasbracht;27,2;38,5;18,9
;WK164101;Wijk 01 Linne;28,7;33,6;21,5
;WK164102;Wijk 02 Stevensweert;28,8;31,6;22,2
;WK164103;Wijk 03 Ohé en Laak;29,4;32,8;24,0
;WK164104;Wijk 04 Thorn;27,8;36,9;19,7
;WK164105;Wijk 05 Heel;30,4;28,0;25,2
;WK164106;Wijk 06 Beegden;29,3;25,4;22,0
;WK164107;Wijk 07 Wessem;27,0;32,3;20,4
GM1652;Totaal;Gemert-Bakel;26,1;35,1;21,8
;WK165200;Wijk 00 Gemert-Centrum;25,7;46,3;16,8
;WK165201;Wijk 01 Gemert-Noord;24,8;36,2;18,8
;WK165202;Wijk 02 Gemert-Oost;26,0;30,0;23,3
;WK165203;Wijk 03 Handel;26,3;36,3;24,8
;WK165204;Wijk 04 De Mortel;27,9;24,7;32,6
;WK165205;Wijk 05 Elsendorp;26,3;33,8;27,5
;WK165206;Wijk 06 Bakel;26,7;34,5;20,2
;WK165207;Wijk 07 Milheeze;27,3;29,5;28,8
;WK165208;Wijk 08 De Rips;26,6;31,6;24,2
GM1655;Totaal;Halderberge;27,3;34,5;21,5
;WK165501;Wijk 01 Oud Gastel;27,7;29,8;23,6
;WK165502;Wijk 02 Stampersgat;26,6;36,2;19,1
;WK165503;Wijk 03 Oudenbosch;25,3;40,1;16,9
;WK165504;Wijk 04 Hoeven;29,9;29,1;27,7
;WK165505;Wijk 05 Bosschenhoofd;29,4;29,6;26,4
GM1658;Totaal;Heeze-Leende;31,4;26,0;30,5
;WK165800;Wijk 00 Heeze;31,3;27,1;29,6
;WK165801;Wijk 01 Leende;31,8;24,5;31,4
;WK165802;Wijk 02 Leenderstrijp;30,6;14,6;42,2
;WK165803;Wijk 03 Sterksel;31,5;25,4;30,8
GM1659;Totaal;Laarbeek;26,9;31,7;23,1
;WK165900;Wijk 00 Beek en Donk;25,9;34,8;19,5
;WK165901;Wijk 01 Aarle-Rixtel;27,3;30,9;24,6
;WK165902;Wijk 02 Lieshout;29,1;28,1;28,5
;WK165903;Wijk 03 Mariahout;25,8;23,7;28,0
GM1667;Totaal;Reusel-De Mierden;27,1;29,1;23,6
;WK166700;Wijk 00 Reusel;26,1;30,3;21,5
;WK166701;Wijk 01 Hooge Mierde;29,3;26,6;27,5
;WK166702;Wijk 02 Lage Mierde;29,1;29,9;27,1
;WK166703;Wijk 03 Hulsel;28,3;19,1;30,9
GM1669;Totaal;Roerdalen;27,1;34,6;18,1
;WK166901;Montfort;27,9;33,5;23,1
;WK166902;Sint Odiliënberg;27,3;32,6;16,9
;WK166903;Melick;27,9;31,5;21,0
;WK166904;Posterholt;25,7;38,1;15,1
;WK166905;Herkenbosch;27,9;33,8;17,7
;WK166906;Vlodrop;25,4;39,2;15,0
GM1674;Totaal;Roosendaal;26,5;39,7;17,9
;WK167400;Wijk 00 Centrum;28,5;51,9;11,1
;WK167401;Wijk 01 Oost;25,2;45,5;13,2
;WK167402;Wijk 02 Noord;22,7;49,4;13,0
;WK167403;Wijk 03 West;23,4;54,8;9,6
;WK167404;Wijk 04 Groot Kroeven;24,1;44,9;12,1
;WK167405;Wijk 05 Langdonk;22,5;38,2;13,6
;WK167406;Wijk 06 Kortendijk;28,4;28,4;22,8
;WK167407;Wijk 07 Tolberg;30,6;24,0;30,6
;WK167408;Wijk 08 Industriegebieden;31,2;21,7;36,5
;WK167410;Wijk 10 Nispen;26,6;40,8;22,4
;WK167411;Wijk 11 Wouw;28,2;28,1;26,1
;WK167412;Wijk 12 Heerle;29,3;28,3;24,1
;WK167413;Wijk 13 Moerstraten;31,5;26,6;33,1
;WK167414;Wijk 14 Wouwse Plantage;30,4;26,4;32,2
GM1676;Totaal;Schouwen-Duiveland;27,5;35,8;19,7
;WK167600;Wijk 00 Zierikzee;26,8;41,0;16,8
;WK167601;Wijk 01 Brouwershaven;26,7;45,2;11,7
;WK167602;Wijk 02 Zonnemaire;29,1;29,3;21,5
;WK167603;Wijk 03 Dreischor;28,9;35,1;23,2
;WK167604;Wijk 04 Noordgouwe;32,5;25,9;30,7
;WK167605;Wijk 05 Bruinisse;27,3;30,7;24,3
;WK167606;Wijk 06 Nieuwerkerk;25,0;31,0;22,5
;WK167607;Wijk 07 Oosterland;24,6;31,9;20,6
;WK167608;Wijk 08 Ouwerkerk;28,2;33,6;17,3
;WK167609;Wijk 09 Scharendijke;28,0;34,1;15,3
;WK167610;Wijk 10 Kerkwerve;24,8;35,0;23,4
;WK167611;Wijk 11 Ellemeet;31,8;35,6;23,9
;WK167612;Wijk 12 Haamstede;30,4;30,7;21,6
;WK167613;Wijk 13 Renesse;31,0;39,5;20,9
;WK167614;Wijk 14 Noordwelle;28,2;29,5;22,3
;WK167615;Wijk 15 Serooskerke;30,6;35,6;16,3
GM1680;Totaal;Aa en Hunze;28,2;32,0;22,7
;WK168000;Wijk 00 Annen;29,5;28,6;25,9
;WK168001;Wijk 01 Eext;28,5;29,6;21,9
;WK168002;Wijk 02 Anloo;29,5;35,1;23,7
;WK168003;Wijk 03 Gasteren;35,6;15,0;36,7
;WK168004;Wijk 04 Anderen;34,2;22,5;35,3
;WK168005;Wijk 05 Schipborg;34,5;23,6;32,2
;WK168006;Wijk 06 Eexterveen;31,0;15,2;32,6
;WK168007;Wijk 07 Spijkerboor;29,3;.;.
;WK168008;Wijk 08 Nieuw-Annerveen;35,1;.;.
;WK168009;Wijk 09 Oud-Annerveen;29,6;.;.
;WK168011;Wijk 11 Annerveenschekanaal;29,4;27,2;21,7
;WK168012;Wijk 12 Eexterveenschekanaal;24,0;38,3;4,3
;WK168013;Wijk 13 Eexterzandvoort;34,0;.;.
;WK168014;Wijk 14 Gasselte;27,3;36,2;19,7
;WK168015;Wijk 15 Gasselternijveen;22,4;41,4;12,4
;WK168016;Wijk 16 Gasselternijveenschemond;26,1;36,3;20,2
;WK168017;Wijk 17 Gieten;27,3;36,9;20,4
;WK168018;Wijk 18 Gieterveen;26,4;31,2;23,4
;WK168019;Wijk 19 Rolde;28,7;31,5;22,1
;WK168020;Wijk 20 Grolloo;29,9;28,1;28,1
;WK168021;Wijk 21 Ekehaar;30,2;16,3;32,1
GM1681;Totaal;Borger-Odoorn;25,7;35,9;17,3
;WK168100;Valthe;27,5;28,7;23,0
;WK168101;Valthermond;23,3;40,4;13,5
;WK168102;Westdorp;28,2;.;.
;WK168103;Zandberg;.;.;.
;WK168179;1e Exloërmond;26,2;29,5;21,2
;WK168180;2e Exloërmond;23,2;37,4;12,5
;WK168181;2e Valthermond;23,2;.;.
;WK168182;Borger;26,7;39,9;16,9
;WK168183;Bronneger;37,3;.;.
;WK168184;Bronnegerveen;.;.;.
;WK168185;Buinen;29,7;23,0;27,3
;WK168186;Buinerveen;28,0;22,7;22,1
;WK168187;Drouwen;28,1;23,1;24,8
;WK168188;Drouwenermond;24,1;30,1;19,9
;WK168189;Drouwenerveen;25,5;26,4;22,6
;WK168190;Ees;30,2;31,4;24,8
;WK168191;Eesergroen;30,2;.;.
;WK168192;Eeserveen;31,7;.;.
;WK168193;Ellertshaar;.;.;.
;WK168194;Exloërveen;.;.;.
;WK168195;Exloo;30,0;30,9;22,0
;WK168196;Klijndijk;27,5;29,4;19,4
;WK168197;Nieuw-Buinen;22,6;41,5;12,9
;WK168198;Odoorn;27,2;33,1;18,9
;WK168199;Odoornerveen;29,3;25,6;25,0
GM1690;Totaal;De Wolden;26,9;31,0;23,8
;WK169000;Wijk 00 Zuidwolde;26,5;34,4;23,3
;WK169001;Wijk 01 Alteveer;25,4;24,4;24,4
;WK169002;Wijk 02 Kerkenveld;24,8;19,3;24,2
;WK169003;Wijk 03 Drogteropslagen;26,4;22,0;31,9
;WK169004;Wijk 04 Linde;30,4;23,3;32,6
;WK169005;Wijk 05 Fort;29,2;18,6;30,8
;WK169006;Wijk 06 Veeningen;24,7;26,9;27,7
;WK169007;Wijk 07 Echten;26,8;32,5;23,8
;WK169008;Wijk 08 Ruinen;26,9;33,5;20,2
;WK169009;Wijk 09 Eursinge;23,2;.;.
;WK169010;Wijk 10 Ansen;30,1;22,6;27,0
;WK169011;Wijk 11 Ruinerwold;26,4;30,5;25,2
;WK169012;Wijk 12 Koekange;27,8;30,1;24,0
;WK169013;Wijk 13 De Wijk;28,1;33,7;22,0
GM1695;Totaal;Noord-Beveland;27,1;37,0;16,1
;WK169500;Wijk 00 Kortgene;28,3;33,6;16,7
;WK169501;Wijk 01 Colijnsplaat;25,3;43,7;13,4
;WK169502;Wijk 02 Kats;29,7;32,7;20,2
;WK169503;Wijk 03 Kamperland;28,1;33,8;20,3
;WK169504;Wijk 04 Wissenkerke;24,7;39,9;11,9
;WK169505;Wijk 05 Geersdijk;27,1;39,0;11,0
GM1696;Totaal;Wijdemeren;33,0;29,7;30,5
